id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,"In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.",2022,TV-MA,42,"['crime', 'documentation']",['GB'],1.0,tt15479704,7.0,5224.0,8.688,6.7
ts302363,Twenty Five Twenty One,SHOW,"The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,TV-14,76,"['drama', 'romance']",['KR'],1.0,tt17513352,8.7,4081.0,76.371,8.6
ts88578,Firefly Lane,SHOW,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",2021,TV-MA,52,"['drama', 'romance']",['US'],1.0,tt9012876,7.4,20300.0,21.558,7.7
ts308845,The Billion Dollar Code,SHOW,"In 1990s Berlin, an artist and a hacker invented a new way to see the world. Years later, they reunite to sue Google for patent infringement on it.",2021,TV-MA,67,"['drama', 'thriller', 'crime']",['DE'],1.0,tt15392100,8.0,7313.0,12.167,8.3
ts330425,The Principles of Pleasure,SHOW,"Sex, joy and modern science converge in this eye-opening series that celebrates the complex world of women's pleasure — and puts stubborn myths to rest.",2022,TV-MA,51,['documentation'],['US'],1.0,tt18299058,4.7,64.0,6.073,7.3
ts282131,Attenborough's Life in Colour,SHOW,Exploring the vital role colour plays in the daily lives of many species.,2021,TV-PG,51,['documentation'],['GB'],1.0,tt11053426,8.2,3090.0,3.813,7.6
ts331680,Making Fun,SHOW,Grumpy expert maker Jimmy DiResta fields kids' ideas for delightfully pointless inventions. Then — if he's in the mood — he and his pals build 'em.,2022,TV-PG,41,['reality'],['US'],1.0,tt17737382,7.0,557.0,3.698,7.0
ts220553,The Irregulars,SHOW,"Set in Victorian London, the series follows a gang of troubled street teens who are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes.",2021,TV-14,53,"['crime', 'drama', 'fantasy', 'scifi']",['GB'],1.0,tt10893694,5.9,14714.0,14.099,7.6
ts328194,My Name,SHOW,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",2021,TV-MA,50,"['thriller', 'action', 'crime', 'drama']",['KR'],1.0,tt12940504,7.8,18446.0,90.655,8.4
ts307649,Turning Point: 9/11 and the War on Terror,SHOW,"Modern history can be divided into two time frames: before 9/11 and after 9/11. This five-part docuseries is a cohesive chronicle of the September 11, 2001 attacks on the U.S., offering illuminating perspectives and personal stories of how the catastrophic events of that day changed the course of the nation.",2021,TV-14,62,"['war', 'history', 'documentation']",['US'],1.0,tt15260794,8.0,8881.0,12.219,7.4
ts296214,How to Become a Tyrant,SHOW,"To govern with an iron fist, it is necessary to know very well the game of absolute power. The documentary series explores different political figures throughout history.",2021,TV-MA,27,"['war', 'history', 'documentation']",['US'],1.0,tt14832996,7.4,8041.0,13.37,7.4
ts283080,Who Killed Sara?,SHOW,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",2021,TV-MA,41,"['drama', 'crime', 'thriller']",['MX'],3.0,tt11937816,6.4,12148.0,96.969,7.7
ts287438,The Innocent,SHOW,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare.",2021,TV-MA,58,"['crime', 'drama', 'thriller']",['ES'],1.0,tt10147644,7.8,29019.0,17.533,7.8
ts219423,Masters of the Universe: Revelation,SHOW,The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,2021,TV-PG,26,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'comedy']",['US'],2.0,tt10826054,5.2,26127.0,29.588,7.0
ts108042,Maya and the Three,SHOW,A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.,2021,TV-Y7,131,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",['MX'],1.0,tt8787772,8.1,3597.0,55.962,7.7
ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",2021,TV-MA,47,"['crime', 'documentation']",['US'],1.0,tt13651632,7.5,23939.0,14.926,7.4
ts281062,The Girl from Oslo,SHOW,"Pia and two Israelis are kidnapped by IS terrorists in the Sinai desert, and threatened with death if twelve IS prisoners are not released.",2021,,31,"['drama', 'thriller']",['NO'],1.0,tt13968792,6.3,2973.0,1.4,7.5
ts343427,Samurai Rabbit: The Usagi Chronicles,SHOW,"A teenage rabbit aspiring to become a real samurai teams up with new warrior friends to protect their city from Yokai monsters, ninjas and evil aliens.",2022,TV-Y7,25,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['US'],1.0,tt12717354,6.6,148.0,23.058,6.7
ts271867,Vincenzo,SHOW,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",2021,,81,"['action', 'comedy', 'crime', 'drama', 'romance']",['KR'],1.0,tt13433812,8.4,15134.0,45.98,8.8
ts272980,The One,SHOW,"Love -- and lies -- spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service.",2021,TV-MA,42,"['crime', 'drama', 'scifi', 'thriller', 'action']",['GB'],1.0,tt13879466,6.6,12367.0,17.293,6.9
ts273229,Feria: The Darkest Light,SHOW,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,2022,TV-MA,50,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",['ES'],1.0,tt13323004,5.7,1532.0,27.69,7.0
ts328605,Midnight at the Pera Palace,SHOW,"At a historic Istanbul hotel, a journalist is unexpectedly thrust into the past and must stop a plot that could change the fate of modern Turkey.",2022,TV-14,44,"['crime', 'drama', 'history']",['TR'],1.0,tt13317508,7.1,6624.0,6.78,7.2
ts314135,VOIR,SHOW,"Film lovers examine the cinematic moments that thrilled, perplexed, challenged and forever changed them in this collection of visual essays.",2021,TV-MA,20,['documentation'],['US'],1.0,tt15677070,6.8,1255.0,3.794,7.2
ts287559,Jupiter's Legacy,SHOW,"As the world's first generation of superheroes (who received their powers in the 1930s) become the revered elder guard in the present, their superpowered children struggle to live up to the legendary feats of their parents.",2021,TV-MA,45,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,tt5774002,6.7,37235.0,48.307,7.3
ts330289,Smother-In-Law,SHOW,"Living with her family since the pandemic struck, the meddling Isadir does her best to disrupt the lives of her bumbling son and rival daughter-in-law.",2022,TV-MA,25,['comedy'],['BR'],1.0,tt15353358,,,7.43,10.0
ts270405,Pretend It's a City,SHOW,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",2021,TV-14,29,"['comedy', 'documentation']",['US'],1.0,tt13660958,8.1,7096.0,5.846,7.7
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.,2021,TV-MA,55,"['documentation', 'crime', 'thriller']",['US'],1.0,tt13840586,5.9,16799.0,27.734,7.2
ts290643,Super Crooks,SHOW,Johnny Bolt recruits a group of ragtag supervillains for one last heist. Their target: A ruthless super-powered crime boss. What can go wrong?,2021,TV-MA,30,"['scifi', 'drama', 'animation', 'action', 'crime', 'fantasy']",['JP'],1.0,tt14272628,7.1,1984.0,4.011,7.1
ts329700,Life After Death with Tyler Henry,SHOW,Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family's past in an intimate reality series.,2022,TV-MA,43,['reality'],['US'],1.0,tt18224644,5.5,522.0,2.569,5.5
ts314594,Catching Killers,SHOW,"The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",2021,TV-MA,40,"['documentation', 'crime']",['US'],2.0,tt15723914,7.1,2908.0,22.866,6.9
ts315611,Animal,SHOW,"This immersive series follows the world's most magnificent creatures, capturing never-before-seen moments from the heartwarming to the outrageous.",2021,TV-PG,45,['documentation'],"['US', 'BR']",2.0,tt15674216,7.9,857.0,3.401,8.7
ts297483,Hometown Cha-Cha-Cha,SHOW,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021,TV-14,78,"['comedy', 'romance', 'drama']",['KR'],1.0,tt14518756,8.5,9987.0,34.738,8.2
ts343404,Mai,SHOW,A grieving mother discovers the criminals behind her daughter's tragic death and transforms from meek to merciless to get the real story.,2022,TV-MA,48,"['crime', 'drama']",['IN'],1.0,,,,3.592,
ts343251,Green Mothers' Club,SHOW,"Five moms in a competitive grade school community keep their enemies close, and one another closer, as envy and secrets tangle and unravel their lives.",2022,,69,['drama'],['KR'],1.0,tt15060900,7.1,38.0,46.539,7.7
ts1475,Chosen,SHOW,A 17-year-old girl's world is turned upside down when she and her friends make a disturbing discovery in their quiet Danish town.,2022,TV-MA,44,"['scifi', 'thriller', 'drama']",['DK'],1.0,tt16492950,4.3,1111.0,10.197,6.9
ts297846,An astrological guide for broken hearts,SHOW,"Mid-thirties and still single (certainly not by choice), Alice is working at a small television network in a job with limited upward mobility, despite often being the most competent person in the room. To add insult to injury, her ex-boyfriend Carlo is getting married and about to become a father. And as if that weren't enough, in the small television production company she works for, a new charming and mysterious creative director, Davide, arrives to put everyone to the test. Alice's life begins to change when she meets Tio, an actor on the network's flagship soap opera and self-professed astrological guru, who will soon become her personal ""astrological guide for broken hearts"".",2021,TV-14,34,"['comedy', 'romance']",['IT'],2.0,tt14759406,7.1,2827.0,40.403,7.4
ts288087,Sophie: A Murder in West Cork,SHOW,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,2021,TV-14,55,"['crime', 'documentation', 'history']",['GB'],1.0,tt14681732,6.8,5093.0,3.62,6.5
ts329885,Standing Up,SHOW,"From odd jobs to the hunt for viral fame, making a career in stand-up comedy isn't easy, but four friends risk everything to make the world laugh.",2022,TV-MA,46,"['comedy', 'drama']",['FR'],1.0,tt18260550,6.2,133.0,4.036,9.0
ts296563,Who Rules The World,SHOW,"A legendary wuxia romance that focuses on the decade-long romance between Hei Fengxi and Bai Fengxi, and the adventures they embark on together.",2022,TV-PG,44,"['drama', 'fantasy', 'romance']",['CN'],1.0,tt14950036,9.2,81.0,57.401,8.7
ts306203,Monsters Inside: The 24 Faces of Billy Milligan,SHOW,"In the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates America.",2021,,61,"['crime', 'documentation']",[],1.0,tt15287836,6.2,3038.0,24.961,7.2
ts304053,Countdown: Inspiration4 Mission to Space,SHOW,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021,TV-14,50,['documentation'],['US'],1.0,tt15166116,7.9,1642.0,4.827,6.7
ts253813,Glória,SHOW,A small town in Portugal becomes engulfed in a web of political intrigue when a young engineer is recruited as a KGB spy in this historical thriller.,2021,TV-MA,44,"['drama', 'history', 'thriller']",['PT'],1.0,tt13064634,8.0,3941.0,4.075,7.0
ts284702,This Is a Robbery: The World's Biggest Art Heist,SHOW,"In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.",2021,TV-MA,53,"['crime', 'history', 'documentation']",['US'],1.0,tt14223858,6.5,4246.0,4.116,7.0
ts299865,Heist,SHOW,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,2021,TV-MA,43,"['crime', 'documentation']",['US'],1.0,tt14865290,6.8,1698.0,3.388,6.9
ts269676,History of Swear Words,SHOW,This proudly profane series explores the history and impact of some of the most notorious bad words in the English language.,2021,TV-MA,21,"['comedy', 'documentation']",['US'],1.0,tt13617060,6.4,4776.0,1.4,6.9
ts104499,Trese,SHOW,"Set in Manila where the mythical creatures of Philippine folklore live in hiding amongst humans, Alexandra Trese finds herself going head to head with a criminal underworld comprised of malevolent supernatural beings.",2021,TV-MA,29,"['crime', 'action', 'fantasy', 'horror', 'thriller', 'animation', 'scifi']",['PH'],1.0,tt9310336,7.0,3701.0,31.828,7.4
ts288744,The Sound of Magic,SHOW,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,2022,TV-14,69,"['drama', 'fantasy', 'music']",['KR'],1.0,tt14460684,8.0,982.0,53.301,7.5
ts287532,High on the Hog: How African American Cuisine Transformed America,SHOW,"Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries.",2021,TV-14,47,['documentation'],['US'],1.0,,,,1.614,
